ROWID,Country,State LGD Code,State,District LGD Code,District,Year,Ground Water Station Name,Ground Water Station Latitude,Ground Water Station Longitude,Amount of Arsenic,Amount of carbonate,Amount of Calcium,Amount of Chloride,Amount of Electrical Conductivity,Amount of Fluorine,Amount of Iron,Amount of Hydrogencarbonate,Amount of Potassium,Amount of Magnesium,Amount of Nitrate,Amount of Sodium,Percentage of Sodium,Amount of Phosphate Ion,Amount of Residual Sodium Carbonate,Amount of Sodium absorption ratio,Amount of Sulfate,Amount of Silicon dioxide,Amount of Hardness Total,Amount of Alkalinity Total,Amount of Total Dissolved Solids,Amount of Potential of Hydrogen,Mark for Deletion
137720,India,28,Andhra Pradesh,505,East Godavari,2018,Rowtulapudi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137721,India,28,Andhra Pradesh,505,East Godavari,2018,S. Agraharam,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137722,India,28,Andhra Pradesh,505,East Godavari,2018,Sakhinetipalle,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137723,India,28,Andhra Pradesh,505,East Godavari,2018,Samalkot,17.05416667,82.17916667,,,,,,,,,,,,,,,,,,,,,,,No
137724,India,28,Andhra Pradesh,505,East Godavari,2018,Samalkot-DW,17.04527778,82.16444444,,,,,,,,,,,,,,,,,,,,,,,No
137725,India,28,Andhra Pradesh,505,East Godavari,2018,Santhacheruvu 2012,16.95,82.23,,,,,,,,,,,,,,,,,,,,,,,No
137726,India,28,Andhra Pradesh,505,East Godavari,2018,Sitapalli,17.35,81.83333333,,,,,,,,,,,,,,,,,,,,,,,No
137727,India,28,Andhra Pradesh,505,East Godavari,2018,Tallapolam-DW13,16.7825,82.07194444,,,,,,,,,,,,,,,,,,,,,,,No
137728,India,28,Andhra Pradesh,505,East Godavari,2018,Tallarevu,16.77361111,82.225,,,,,,,,,,,,,,,,,,,,,,,No
137729,India,28,Andhra Pradesh,505,East Godavari,2018,Tallarevu 2013DW,16.78277778,82.23027778,,0,368,426,4140,0.84,0,1366,200,136.6,148,152,,0,-14.44,2.44,218,0,1480,1119.68,0,15.56,No
137730,India,28,Andhra Pradesh,505,East Godavari,2018,Tammayyapeta-DW13,17.25527778,82.37194444,,,,,,,,,,,,,,,,,,,,,,,No
137731,India,28,Andhra Pradesh,505,East Godavari,2018,Tetagunda-DW13,17.30694444,82.44277778,,,,,,,,,,,,,,,,,,,,,,,No
137732,India,28,Andhra Pradesh,505,East Godavari,2018,Thanelankapalli,16.65638889,82.12222222,,0,168,412,3080,0.78,0,1050,30,146.08,80,222,,0,-6.4,4.28,30,0,1020,860.66,0,14.44,No
137733,India,28,Andhra Pradesh,505,East Godavari,2018,Thurpet-DW14,16.75305556,82.22888889,,0,156,70,1860,0.96,0,952,18,124.18,16.2,3.2,,0,-4.8,0.06,4.6,0,900,780.32,0,14.2,No
137734,India,28,Andhra Pradesh,505,East Godavari,2018,Tuni,17.33333333,82.53333333,,,,,,,,,,,,,,,,,,,,,,,No
137735,India,28,Andhra Pradesh,505,East Godavari,2018,Tuni1,17.33333333,82.53333333,,,,,,,,,,,,,,,,,,,,,,,No
137736,India,28,Andhra Pradesh,505,East Godavari,2018,Tuni-alt2,17.33472222,82.53472222,,,,,,,,,,,,,,,,,,,,,,,No
137738,India,28,Andhra Pradesh,505,East Godavari,2018,Vakalpudi,17.025,82.29166667,,,,,,,,,,,,,,,,,,,,,,,No
137739,India,28,Andhra Pradesh,505,East Godavari,2018,Valasapakalu 2012,16.99444444,82.2625,,,,,,,,,,,,,,,,,,,,,,,No
137740,India,28,Andhra Pradesh,505,East Godavari,2018,Veerbhadrapuram-DW13,17.43833333,82.07527778,,0,96,100,1074,0.84,0,488,2,39.02,6,80,,0,0,2.46,16,0,400,400,0,15.36,No
137741,India,28,Andhra Pradesh,505,East Godavari,2018,Vegayammapeta,16.77916667,82.07916667,,,,,,,,,,,,,,,,,,,,,,,No
137742,India,28,Andhra Pradesh,505,East Godavari,2018,Velangi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137743,India,28,Andhra Pradesh,505,East Godavari,2018,Vilasa-DW14,16.61833333,82.01944444,,0,480,6098,22100,1.48,0,2232,48,438.22,104,3676,,0,-46.84,41.28,506,0,3000,1829.5,0,15.1,No
137744,India,28,Andhra Pradesh,505,East Godavari,2018,Yeleswaram1,17.275,82.1,,,,,,,,,,,,,,,,,,,,,,,No
137745,India,28,Andhra Pradesh,506,Guntur,2011,Amaravathi,16.575,80.36,,132,48,585,4560,1.6,,573,361,43.82,450,707,,,15.58,17.76,396,,300,689.7,,8.37,No
137746,India,28,Andhra Pradesh,506,Guntur,2011,A Muppalla-DW14,16.24333333,79.84138889,,,,,,,,,,,,,,,,,,,,,,,No
137747,India,28,Andhra Pradesh,506,Guntur,2011,Anjaneyapuram,16.53194444,79.80555556,,,28,128,1500,0.86,,409,77,21.92,60,228,,,7,7.84,181,,160,335.3,,7.97,No
137748,India,28,Andhra Pradesh,506,Guntur,2011,Bapatla-Dw,15.91583333,80.4825,,,,,,,,,,,,,,,,,,,,,,,No
137749,India,28,Andhra Pradesh,506,Guntur,2011,Battiprolu,16.08666667,80.75277778,,,46,135,1220,0.35,,354,6,30.45,4,177,,,2,4.97,144,,240,290.2,,7.75,No
137750,India,28,Andhra Pradesh,506,Guntur,2011,Bellamkonda,16.50833333,80.00833333,,,448,1489,7240,0.16,,195,525,246.59,1150,373,,,,3.51,406,,2132,159.8,,7.06,No
137751,India,28,Andhra Pradesh,506,Guntur,2011,Bellamkonda-DW13,16.50833333,80.00833333,,,,,,,,,,,,,,,,,,,,,,,No
137752,India,28,Andhra Pradesh,506,Guntur,2011,Bhattiprolu-Dw,16.08666667,80.75277778,,,,,,,,,,,,,,,,,,,,,,,No
137753,India,28,Andhra Pradesh,506,Guntur,2011,Brahmanapally-Dw,16.54972222,79.83611111,,,,,,,,,,,,,,,,,,,,,,,No
137754,India,28,Andhra Pradesh,506,Guntur,2011,Brahmanpally 2012Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137755,India,28,Andhra Pradesh,506,Guntur,2011,Budampadu-Dw,16.26,80.47444444,,,,,,,,,,,,,,,,,,,,,,,No
137756,India,28,Andhra Pradesh,506,Guntur,2011,Chavali-Dw,16.13,80.74,,,,,,,,,,,,,,,,,,,,,,,No
137757,India,28,Andhra Pradesh,506,Guntur,2011,Chebrolu,16.20416667,80.52777778,,,28,142,1130,0.51,,342,107,21.92,14,132,,,4.82,4.54,91,,160,280.3,,8.05,No
137758,India,28,Andhra Pradesh,506,Guntur,2011,Cheruvu Jamulapalem,15.93388889,80.445,,,,,,,,,,,,,,,,,,,,,,,No
137759,India,28,Andhra Pradesh,506,Guntur,2011,Chilkaluripet,16.08527778,80.15166667,,,,,,,,,,,,,,,,,,,,,,,No
137760,India,28,Andhra Pradesh,506,Guntur,2011,Chilkaluripet-1,16.08527778,80.15166667,,,28,461,3050,0.51,,537,21,36.5,100,585,,,8.8,17.16,329,,220,440.2,,8,No
137761,India,28,Andhra Pradesh,506,Guntur,2011,Chintala Tanda,16.52277778,79.29027778,,,152,376,2590,0.84,,268,4,124.42,440,170,,,,2.48,147,,891,219.7,,7.43,No
137762,India,28,Andhra Pradesh,506,Guntur,2011,Dachepalle,16.59361111,79.73611111,,,36,117,860,0.29,,201,9,7.34,3,132,,,1.78,5.24,82,,120,164.8,,7.71,No
137763,India,28,Andhra Pradesh,506,Guntur,2011,Dachepalli-Alt,16.59361111,79.73611111,,,,,,,,,,,,,,,,,,,,,,,No
137764,India,28,Andhra Pradesh,506,Guntur,2011,Dodleru-1,16.54611111,80.0625,,,,,,,,,,,,,,,,,,,,,,,No
137765,India,28,Andhra Pradesh,506,Guntur,2011,Durgi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137766,India,28,Andhra Pradesh,506,Guntur,2011,Enugupalem,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137767,India,28,Andhra Pradesh,506,Guntur,2011,Etukunu-DW14,16.26333333,80.42472222,,,,,,,,,,,,,,,,,,,,,,,No
137768,India,28,Andhra Pradesh,506,Guntur,2011,Gollapadu DW13,16.28833333,80.06333333,,,,,,,,,,,,,,,,,,,,,,,No
137769,India,28,Andhra Pradesh,506,Guntur,2011,Gonoguntlavaripalem DW13,16.00833333,79.69583333,,,,,,,,,,,,,,,,,,,,,,,No
137770,India,28,Andhra Pradesh,506,Guntur,2011,Govada,16.06944444,80.6675,,,,,,,,,,,,,,,,,,,,,,,No
137771,India,28,Andhra Pradesh,506,Guntur,2011,Guntur,16.29083333,80.45111111,,,,,,,,,,,,,,,,,,,,,,,No
137772,India,28,Andhra Pradesh,506,Guntur,2011,Gurzala,16.55833333,79.64166667,,,104,482,3440,1.2,,366,407,48.75,400,342,,,,6.94,396,,460,300,,7.32,No
137773,India,28,Andhra Pradesh,506,Guntur,2011,Guttikonda,16.42777778,79.83611111,,,56,386,2810,0.38,,647,203,41.4,200,391,,,8.8,9.66,168,,310,530.3,,7.91,No
137774,India,28,Andhra Pradesh,506,Guntur,2011,Inovolu,15.99305556,79.67055556,,,,,,,,,,,,,,,,,,,,,,,No
137775,India,28,Andhra Pradesh,506,Guntur,2011,Inturu,16.05972222,80.62,,,,,,,,,,,,,,,,,,,,,,,No
137776,India,28,Andhra Pradesh,506,Guntur,2011,Ipur,16.22361111,79.77638889,,,,,,,,,,,,,,,,,,,,,,,No
137777,India,28,Andhra Pradesh,506,Guntur,2011,Jonnalagadda-DW14,16.24361111,80.08305556,,,,,,,,,,,,,,,,,,,,,,,No
137778,India,28,Andhra Pradesh,506,Guntur,2011,Karampudi,16.42916667,79.75444444,,,,,,,,,,,,,,,,,,,,,,,No
137779,India,28,Andhra Pradesh,506,Guntur,2011,Karampudi1,16.42916667,79.75444444,,,56,142,1160,0.69,,372,72,18.3,21,127,,,3.6,3.77,54,,215,304.9,,7.68,No
137780,India,28,Andhra Pradesh,506,Guntur,2011,Kattempudi-DW14,16.09333333,80.5625,,,,,,,,,,,,,,,,,,,,,,,No
137781,India,28,Andhra Pradesh,506,Guntur,2011,Kocherla,16.14888889,79.75888889,,,,,,,,,,,,,,,,,,,,,,,No
137782,India,28,Andhra Pradesh,506,Guntur,2011,Kolakaluru,16.30333333,80.61888889,,,,,,,,,,,,,,,,,,,,,,,No
137783,India,28,Andhra Pradesh,506,Guntur,2011,Kollipara Dw,16.28666667,80.74944444,,,,,,,,,,,,,,,,,,,,,,,No
137784,India,28,Andhra Pradesh,506,Guntur,2011,Kolluru-DW14,16.16666667,80.805,,,,,,,,,,,,,,,,,,,,,,,No
137785,India,28,Andhra Pradesh,506,Guntur,2011,Kondamodu,16.45972222,79.91944444,,,46,92,820,0.65,,299,12,21.94,16,86,,,1.6,2.61,19,,205,245.1,,7.59,No
137786,India,28,Andhra Pradesh,506,Guntur,2011,Krosur,16.54666667,80.14166667,,,40,493,3120,1.5,,647,45,43.81,150,569,,,10,14.79,214,,280,530.3,,7.9,No
137787,India,28,Andhra Pradesh,506,Guntur,2011,Krosuru,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137788,India,28,Andhra Pradesh,506,Guntur,2011,Kuchipudi,16.18472222,80.65944444,,,,,,,,,,,,,,,,,,,,,,,No
137789,India,28,Andhra Pradesh,506,Guntur,2011,Lingamguntla 2010Pz,16.2275,80.03444444,,,,,,,,,,,,,,,,,,,,,,,No
137790,India,28,Andhra Pradesh,506,Guntur,2011,Machavaram DW13,16.57138889,79.86388889,,,,,,,,,,,,,,,,,,,,,,,No
137791,India,28,Andhra Pradesh,506,Guntur,2011,Maddirala-DW14,16.09444444,80.09138889,,,,,,,,,,,,,,,,,,,,,,,No
137792,India,28,Andhra Pradesh,506,Guntur,2011,Mandadi,16.40694444,79.40694444,,,64,567,3440,0.24,,512,485,21.96,300,391,,,6.78,10.76,240,,250,419.7,,7.75,No
137793,India,28,Andhra Pradesh,506,Guntur,2011,Mandhadam-DW14,16.51444444,80.53166667,,,,,,,,,,,,,,,,,,,,,,,No
137794,India,28,Andhra Pradesh,506,Guntur,2011,Mangalagiri,16.42777778,80.56944444,,,,,,,,,,,,,,,,,,,,,,,No
137795,India,28,Andhra Pradesh,506,Guntur,2011,Mangalagiri-DW13,16.43777778,80.56611111,,,,,,,,,,,,,,,,,,,,,,,No
137796,India,28,Andhra Pradesh,506,Guntur,2011,Mannevaripalem-Dw,15.99,80.61,,,,,,,,,,,,,,,,,,,,,,,No
137797,India,28,Andhra Pradesh,506,Guntur,2011,Medikondur,16.34583333,80.30416667,,,36,67,770,0.37,,268,19,23.14,5,79,,,1.38,2.53,57,,185,219.7,,7.47,No
137798,India,28,Andhra Pradesh,506,Guntur,2011,Moolpur,16.16666667,80.75,,,,,,,,,,,,,,,,,,,,,,,No
137799,India,28,Andhra Pradesh,506,Guntur,2011,Moolpur1,16.16805556,80.75138889,,,28,227,1510,0.41,,366,3,12.19,40,297,,,7.2,11.79,108,,120,300,,8.13,No
137800,India,28,Andhra Pradesh,506,Guntur,2011,Motupalem,15.93194444,80.56527778,,,80,121,1100,0.21,,415,15,37.78,19,96,,,,2.22,49,,355,340.2,,8.19,No
137801,India,28,Andhra Pradesh,506,Guntur,2011,Mukkamala-DW14,16.45166667,80.375,,,,,,,,,,,,,,,,,,,,,,,No
137802,India,28,Andhra Pradesh,506,Guntur,2011,Murjampadu,16.58333333,79.88333333,,,96,326,2300,1.5,,366,74,48.74,240,285,,,,5.91,186,,440,300,,7.62,No
137803,India,28,Andhra Pradesh,506,Guntur,2011,Nallapadu,16.30555556,80.37388889,,,,,,,,,,,,,,,,,,,,,,,No
137804,India,28,Andhra Pradesh,506,Guntur,2011,Narakoduru,16.22638889,80.51416667,,,,,,,,,,,,,,,,,,,,,,,No
137805,India,28,Andhra Pradesh,506,Guntur,2011,Narakullapodu-DW14,16.53277778,80.36638889,,,,,,,,,,,,,,,,,,,,,,,No
137806,India,28,Andhra Pradesh,506,Guntur,2011,Narasaraopet,16.2325,80.055,,,,,,,,,,,,,,,,,,,,,,,No
137807,India,28,Andhra Pradesh,506,Guntur,2011,Nekarikallu,16.36666667,79.95,,,,,,,,,,,,,,,,,,,,,,,No
137808,India,28,Andhra Pradesh,506,Guntur,2011,Nekarikallu1,16.36666667,79.95,,,,,,,,,,,,,,,,,,,,,,,No
137809,India,28,Andhra Pradesh,506,Guntur,2011,Nekarikallu2,16.36666667,79.95,,,40,241,1760,1.7,,549,2,90.01,24,186,,,,3.73,59,,470,450,,7.91,No
137810,India,28,Andhra Pradesh,506,Guntur,2011,Nijampatnam,15.91805556,80.67222222,,,84,599,3575,0.52,,610,175,75.47,150,479,,,,9.14,300,,520,500,,8.13,No
137811,India,28,Andhra Pradesh,506,Guntur,2011,Obulesunipalle,16.30777778,79.33055556,,,,,,,,,,,,,,,,,,,,,,,No
137812,India,28,Andhra Pradesh,506,Guntur,2011,Pallapatla,15.98333333,80.76666667,,,,,,,,,,,,,,,,,,,,,,,No
137813,India,28,Andhra Pradesh,506,Guntur,2011,Pallapatla-Dw,15.97,80.76,,,,,,,,,,,,,,,,,,,,,,,No
137814,India,28,Andhra Pradesh,506,Guntur,2011,Pamidimarru-DW14,16.29527778,80.02194444,,,,,,,,,,,,,,,,,,,,,,,No
137815,India,28,Andhra Pradesh,506,Guntur,2011,Pedakakani,16.33888889,80.49222222,,,,,,,,,,,,,,,,,,,,,,,No
137816,India,28,Andhra Pradesh,506,Guntur,2011,Pedda Parimi,16.45972222,80.455,,,,,,,,,,,,,,,,,,,,,,,No
137817,India,28,Andhra Pradesh,506,Guntur,2011,Phanidharam,16.36055556,80.39666667,,,,,,,,,,,,,,,,,,,,,,,No
137818,India,28,Andhra Pradesh,506,Guntur,2011,Pillutla,16.53861111,79.90583333,,,,,,,,,,,,,,,,,,,,,,,No
137819,India,28,Andhra Pradesh,506,Guntur,2011,Pirangipuram,16.2875,80.25555556,,,96,542,2970,1.2,,366,196,112.2,240,249,,,,4.09,219,,701,300,,7.51,No
137820,India,28,Andhra Pradesh,506,Guntur,2011,Pisapadu,16.49722222,80.145,,,,,,,,,,,,,,,,,,,,,,,No
137821,India,28,Andhra Pradesh,506,Guntur,2011,Ponnekallu,16.40444444,80.40194444,,,,,,,,,,,,,,,,,,,,,,,No
137822,India,28,Andhra Pradesh,506,Guntur,2011,Ponnur(old),16.07777778,80.55555556,,,36,319,2270,0.35,,567,132,60.83,60,292,,,4.98,6.89,167,,340,464.8,,8.11,No
137823,India,28,Andhra Pradesh,506,Guntur,2011,Ponnuru,16.07777778,80.55555556,,,,,,,,,,,,,,,,,,,,,,,No
137824,India,28,Andhra Pradesh,506,Guntur,2011,Potluru-Dw,16.14666667,79.82,,,,,,,,,,,,,,,,,,,,,,,No
137825,India,28,Andhra Pradesh,506,Guntur,2011,Prattipadu,16.16666667,80.33333333,,,260,1985,7980,0.44,,284,20,341.19,550,872,,,,8.37,470,,2052,232.8,,7.48,No
137826,India,28,Andhra Pradesh,506,Guntur,2011,Punnapalle-DW14,16.05694444,80.6975,,,,,,,,,,,,,,,,,,,,,,,No
137827,India,28,Andhra Pradesh,506,Guntur,2011,Ravela,16.41805556,80.34861111,,,,,,,,,,,,,,,,,,,,,,,No
137828,India,28,Andhra Pradesh,506,Guntur,2011,Rentachintala,16.55166667,79.54944444,,,80,142,1380,1.3,,384,28,26.84,80,159,,,0.18,3.93,102,,310,314.8,,7.9,No
137829,India,28,Andhra Pradesh,506,Guntur,2011,Rentapalle,16.47,80.13833333,,,88,323,2080,0.8,,293,7,63.32,160,252,,,,5,197,,480,240.2,,7.78,No
137830,India,28,Andhra Pradesh,506,Guntur,2011,Repalle,16.02333333,80.84444444,,,48,202,1606,0.49,,622,23,41.39,9,223,,,8.78,5.7,1,,290,509.8,,7.87,No
137831,India,28,Andhra Pradesh,506,Guntur,2011,Rompicherla,16.22361111,79.90916667,,,72,681,4070,2.4,,598,42,53.58,250,717,,,3.6,15.59,338,,400,490.2,,7.64,No
137832,India,28,Andhra Pradesh,506,Guntur,2011,Rompicherla Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137833,India,28,Andhra Pradesh,506,Guntur,2011,Santagudipadu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137834,India,28,Andhra Pradesh,506,Guntur,2011,Satlur,16.24944444,80.11527778,,,,,,,,,,,,,,,,,,,,,,,No
137835,India,28,Andhra Pradesh,506,Guntur,2011,Sattenapalli,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137836,India,28,Andhra Pradesh,506,Guntur,2011,Sekuru,16.3,80.63333333,,,48,397,3150,0.2,,634,453,58.41,100,290,,,6.38,6.65,389,,360,519.7,,8.15,No
137837,India,28,Andhra Pradesh,506,Guntur,2011,Sirigiripadu,16.30777778,79.33055556,,,,,,,,,,,,,,,,,,,,,,,No
137838,India,28,Andhra Pradesh,506,Guntur,2011,Sirigiripadu-alt,16.30277778,79.32916667,,,192,638,3923,0.26,,268,236,68.55,450,415,,,,6.54,456,,761,219.7,,7.37,No
137839,India,28,Andhra Pradesh,506,Guntur,2011,Srinagar,16.65138889,79.69027778,,,112,280,2080,0.79,,177,14,34.17,60,275,,,,5.84,425,,420,145.1,,7.15,No
137840,India,28,Andhra Pradesh,506,Guntur,2011,Tadikonda-Dw,16.41638889,80.45222222,,,,,,,,,,,,,,,,,,,,,,,No
137841,India,28,Andhra Pradesh,506,Guntur,2011,Thulluru-Dw,16.52916667,80.46694444,,,,,,,,,,,,,,,,,,,,,,,No
137842,India,28,Andhra Pradesh,506,Guntur,2011,Thummalacheruvu,16.52555556,79.79888889,,,,,,,,,,,,,,,,,,,,,,,No
137843,India,28,Andhra Pradesh,506,Guntur,2011,Timmapuram-Dw,16.13888889,80.21111111,,,,,,,,,,,,,,,,,,,,,,,No
137844,India,28,Andhra Pradesh,506,Guntur,2011,Tummurukota,16.55833333,79.46111111,,,26,92,960,0.4,,275,23,37.23,3,109,,,0.3,3.21,118,,218,225.4,,7.73,No
137845,India,28,Andhra Pradesh,506,Guntur,2011,Ungutur,16.33916667,80.30777778,,,36,184,1510,0.17,,433,104,34.08,40,182,,,5,5.22,107,,230,354.9,,7.97,No
137846,India,28,Andhra Pradesh,506,Guntur,2011,Utukuru,16.56666667,80,,,272,1124,6070,0.6,,268,277,212.1,900,514,,,,5.68,468,,1551,219.7,,7.25,No
137847,India,28,Andhra Pradesh,506,Guntur,2011,Vadlamudi,16.26666667,80.54027778,,,50,121,920,0.64,,305,11,32.4,16,87,,,,2.36,25,,258,250,,7.92,No
137848,India,28,Andhra Pradesh,506,Guntur,2011,Vankayalapadu,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137849,India,28,Andhra Pradesh,506,Guntur,2011,Varagami,16.07638889,80.30833333,,,48,298,2560,0.23,,726,280,46.25,100,283,,,11.4,6.99,178,,310,595.1,,8.06,No
137850,India,28,Andhra Pradesh,506,Guntur,2011,Vellatur,16.11944444,79.65055556,,,,,,,,,,,,,,,,,,,,,,,No
137851,India,28,Andhra Pradesh,506,Guntur,2011,Velpur,16.13333333,79.85833333,,,,,,,,,,,,,,,,,,,,,,,No
137852,India,28,Andhra Pradesh,506,Guntur,2011,Velpur(g.palem),16.13333333,79.85833333,,,32,74,780,0.77,,275,11,18.27,4,100,,,2.82,3.49,49,,155,225.4,,7.77,No
137853,India,28,Andhra Pradesh,506,Guntur,2011,Vijayapuri 2012Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137854,India,28,Andhra Pradesh,506,Guntur,2011,Vijayapuri South,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137855,India,28,Andhra Pradesh,506,Guntur,2011,Vijayapuri South N Sapar-DW14,16.56361111,79.47638889,,,,,,,,,,,,,,,,,,,,,,,No
137856,India,28,Andhra Pradesh,506,Guntur,2011,Vijayawada,16.5,80.63333333,,,68,152,1590,0.15,,525,5,53.57,120,182,,,1.6,4.01,50,,390,430.3,,7.93,No
137857,India,28,Andhra Pradesh,506,Guntur,2011,Vinukonda,16.05333333,79.74833333,,,92,344,2025,1.1,,458,15,51.17,100,251,,,,5.21,58,,440,375.4,,8.13,No
137858,India,28,Andhra Pradesh,506,Guntur,2011,Vykuntapuram,16.56611111,80.41277778,,,,,,,,,,,,,,,,,,,,,,,No
137859,India,28,Andhra Pradesh,506,Guntur,2011,Zulakallu 2012Pz,16.43611111,79.78888889,,,,,,,,,,,,,,,,,,,,,,,No
137860,India,28,Andhra Pradesh,506,Guntur,2011,Zupudi,16.565,80.25888889,,,152,252,2000,0.29,,183,30,41.52,300,183,,,,3.39,228,,550,150,,7.53,No
137861,India,28,Andhra Pradesh,506,Guntur,2012,Amaravathi,16.575,80.36,,,,432,4040,1.9,,,,,356,,,,0,,,,,,,8.22,No
137862,India,28,Andhra Pradesh,506,Guntur,2012,A Muppalla-DW14,16.24333333,79.84138889,,,,,,,,,,,,,,,,,,,,,,,No
137863,India,28,Andhra Pradesh,506,Guntur,2012,Anjaneyapuram,16.53194444,79.80555556,,,,43,1250,0.99,,,,,15,,,,0,,,,,,,8.45,No
137864,India,28,Andhra Pradesh,506,Guntur,2012,Bapatla-Dw,15.91583333,80.4825,,,,,,,,,,,,,,,,,,,,,,,No
137865,India,28,Andhra Pradesh,506,Guntur,2012,Battiprolu,16.08666667,80.75277778,,,,124,1070,0.32,,,,,6,,,,0,,,,,,,7.9,No
137866,India,28,Andhra Pradesh,506,Guntur,2012,Bellamkonda,16.50833333,80.00833333,,,,645,4174,0.14,,,,,566,,,,0,,,,,,,7.13,No
137867,India,28,Andhra Pradesh,506,Guntur,2012,Bellamkonda-DW13,16.50833333,80.00833333,,,,,,,,,,,,,,,,,,,,,,,No
137868,India,28,Andhra Pradesh,506,Guntur,2012,Bhattiprolu-Dw,16.08666667,80.75277778,,,,,,,,,,,,,,,,,,,,,,,No
137869,India,28,Andhra Pradesh,506,Guntur,2012,Brahmanapally-Dw,16.54972222,79.83611111,,,,,,,,,,,,,,,,,,,,,,,No
137870,India,28,Andhra Pradesh,506,Guntur,2012,Brahmanpally 2012Pz,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137871,India,28,Andhra Pradesh,506,Guntur,2012,Budampadu-Dw,16.26,80.47444444,,,,,,,,,,,,,,,,,,,,,,,No
137872,India,28,Andhra Pradesh,506,Guntur,2012,Chavali-Dw,16.13,80.74,,,,,,,,,,,,,,,,,,,,,,,No
137873,India,28,Andhra Pradesh,506,Guntur,2012,Chebrolu,16.20416667,80.52777778,,,,85,901,0.47,,,,,4,,,,0,,,,,,,8.06,No
137874,India,28,Andhra Pradesh,506,Guntur,2012,Cheruvu Jamulapalem,15.93388889,80.445,,,,,,,,,,,,,,,,,,,,,,,No
137875,India,28,Andhra Pradesh,506,Guntur,2012,Chilkaluripet,16.08527778,80.15166667,,,,,,,,,,,,,,,,,,,,,,,No
137876,India,28,Andhra Pradesh,506,Guntur,2012,Chilkaluripet-1,16.08527778,80.15166667,,,,238,1955,0.23,,,,,106,,,,0,,,,,,,7.86,No
137877,India,28,Andhra Pradesh,506,Guntur,2012,Chintala Tanda,16.52277778,79.29027778,,,,,,,,,,,,,,,,,,,,,,,No
137878,India,28,Andhra Pradesh,506,Guntur,2012,Dachepalle,16.59361111,79.73611111,,,,174,1140,0.31,,,,,1,,,,0,,,,,,,8.18,No
137879,India,28,Andhra Pradesh,506,Guntur,2012,Dachepalli-Alt,16.59361111,79.73611111,,,,,,,,,,,,,,,,,,,,,,,No
137880,India,28,Andhra Pradesh,506,Guntur,2012,Dodleru-1,16.54611111,80.0625,,,,,,,,,,,,,,,,,,,,,,,No
137881,India,28,Andhra Pradesh,506,Guntur,2012,Durgi,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137882,India,28,Andhra Pradesh,506,Guntur,2012,Enugupalem,0,0,,,,,,,,,,,,,,,,,,,,,,,No
137883,India,28,Andhra Pradesh,506,Guntur,2012,Etukunu-DW14,16.26333333,80.42472222,,,,,,,,,,,,,,,,,,,,,,,No
137884,India,28,Andhra Pradesh,506,Guntur,2012,Gollapadu DW13,16.28833333,80.06333333,,,,,,,,,,,,,,,,,,,,,,,No
137885,India,28,Andhra Pradesh,506,Guntur,2012,Gonoguntlavaripalem DW13,16.00833333,79.69583333,,,,,,,,,,,,,,,,,,,,,,,No
137886,India,28,Andhra Pradesh,506,Guntur,2012,Govada,16.06944444,80.6675,,,,,,,,,,,,,,,,,,,,,,,No
137887,India,28,Andhra Pradesh,506,Guntur,2012,Guntur,16.29083333,80.45111111,,,,397,2791,0.72,,,,,228,,,,0,,,,,,,7.97,No
137888,India,28,Andhra Pradesh,506,Guntur,2012,Gurzala,16.55833333,79.64166667,,,,291,2422,1.22,,,,,224,,,,0,,,,,,,7.65,No
137889,India,28,Andhra Pradesh,506,Guntur,2012,Guttikonda,16.42777778,79.83611111,,,,340,2670,0.24,,,,,134,,,,0,,,,,,,8.3,No
137890,India,28,Andhra Pradesh,506,Guntur,2012,Inovolu,15.99305556,79.67055556,,,,,,,,,,,,,,,,,,,,,,,No
137891,India,28,Andhra Pradesh,506,Guntur,2012,Inturu,16.05972222,80.62,,,,,,,,,,,,,,,,,,,,,,,No
137892,India,28,Andhra Pradesh,506,Guntur,2012,Ipur,16.22361111,79.77638889,,,,92,1030,0.63,,,,,4,,,,0,,,,,,,8.03,No
137893,India,28,Andhra Pradesh,506,Guntur,2012,Jonnalagadda-DW14,16.24361111,80.08305556,,,,,,,,,,,,,,,,,,,,,,,No
137894,India,28,Andhra Pradesh,506,Guntur,2012,Karampudi,16.42916667,79.75444444,,,,,,,,,,,,,,,,,,,,,,,No
137895,India,28,Andhra Pradesh,506,Guntur,2012,Karampudi1,16.42916667,79.75444444,,,,57,617,0.46,,,,,9,,,,0,,,,,,,7.91,No
